company,specific_location,REF,review_date,cocoa_percentage,company_location,rating,bean_type,general_location,lon,lat
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5,Trinitario,Belize,-88.7600927,16.8259793
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75, ,Liberia,-9.3658524,5.7499721
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25, ,Venezuela,-66.1109318,8.0018709
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5, ,Venezuela,-66.1109318,8.0018709
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5, ,Papua New Guinea,144.2489081,-5.6816069
Dandelion,Upala,805,2012,70%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25, ,Colombia,-72.9088133,4.099917
Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25,Trinitario,Madagascar,46.4416422,-18.9249604
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25, ,Tanzania,35.7878438,-6.5247123
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25, ,Guatemala,-89.8988087,15.6356088
Danta,Chuao,987,2012,75%,Guatemala,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75, ,Guatemala,-89.8988087,15.6356088
Danta,Sambirano,987,2012,70%,Guatemala,3.75,Trinitario,Madagascar,46.4416422,-18.9249604
Danta,Las Acacias E.,987,2012,70%,Guatemala,4.0,Criollo,Guatemala,-89.8988087,15.6356088
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25, ,Guatemala,-89.8988087,15.6356088
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5, ,Guatemala,-89.8988087,15.6356088
Danta,Las Acacias E.,423,2009,75%,Guatemala,3.0,Criollo,Guatemala,-89.8988087,15.6356088
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25,Criollo,Guatemala,-89.8988087,15.6356088
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
DAR,Vietnam,1920,2016,72%,U.S.A.,3.0,Trinitario,Vietnam,108.4265113,13.2904027
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25, ,"Ecuador, Costa Rica",-79.8280696,-3.2990663
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25, ,Bolivia,-64.9912286,-17.0568696
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25, ,Venezuela,-66.1109318,8.0018709
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3.0, ,Tanzania,35.7878438,-6.5247123
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
Davis,Ghana,1093,2013,70%,U.S.A.,2.5,Forastero,Ghana,-1.0800271,8.0300284
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75, ,Dominican Republic,-70.3028026,19.0974031
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75, ,Venezuela,-66.1109318,8.0018709
Davis,West Africa,907,2012,58%,U.S.A.,3.25,Forastero,West Africa,-0.20012477770047185,5.6343285000000005
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5, ,Brazil,-53.2,-10.3333333
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5, ,Brazil,-53.2,-10.3333333
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5,Forastero,Uganda,32.2166578,1.5333554
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3.0, ,Madagascar,46.4416422,-18.9249604
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5,Trinitario,Madagascar,46.4416422,-18.9249604
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3.0, ,Ecuador,-79.3666965,-1.3397668
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3.0,Forastero,Ghana,-1.0800271,8.0300284
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3.0, ,Papua New Guinea,144.2489081,-5.6816069
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3.0, ,Peru,-75.0458515,-6.8699697
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3.0, ,Papua New Guinea,144.2489081,-5.6816069
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75, ,Venezuela,-66.1109318,8.0018709
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5, ,Tanzania,35.7878438,-6.5247123
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75, ,Bolivia,-64.9912286,-17.0568696
DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5,Trinitario,Costa Rica,-84.0739102,10.2735633
DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75, ,Guatemala,-89.8988087,15.6356088
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5,Trinitario,Vietnam,108.4265113,13.2904027
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75, ,Bolivia,-64.9912286,-17.0568696
Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75, ,Bolivia,-64.9912286,-17.0568696
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75,Trinitario,Belize,-88.7600927,16.8259793
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75,Criollo,Venezuela,-66.1109318,8.0018709
Dick Taylor,La Red,769,2011,74%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25, ,Ecuador,-79.3666965,-1.3397668
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3.0, ,Venezuela,-66.1109318,8.0018709
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25, ,Panama,-81.1308434,8.559559
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25,Trinitario,Venezuela,-66.1109318,8.0018709
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75, ,Hawaii,-155.42837009716908,19.593801499999998
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3.0,Forastero,West Africa,-0.20012477770047185,5.6343285000000005
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5, , ,0,0
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75, ,Ecuador,-79.3666965,-1.3397668
Domori,Ocumare 77,1672,2015,70%,Italy,3.75,Criollo (Ocumare 77),Venezuela,-66.1109318,8.0018709
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Domori,Morogoro,863,2012,70%,Italy,3.5, ,Tanzania,35.7878438,-6.5247123
Domori,Guasare,863,2012,70%,Italy,3.75,Criollo,Venezuela,-66.1109318,8.0018709
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Domori,Teyuna,272,2008,70%,Italy,3.0, ,Colombia,-72.9088133,4.099917
Domori,Blend No. 1,272,2008,78%,Italy,3.5,Blend, ,0,0
Domori,Ilblend,272,2008,70%,Italy,3.75,Blend, ,0,0
Domori,Porcelana,111,2007,70%,Italy,4.0,Criollo (Porcelana),Venezuela,-66.1109318,8.0018709
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25,Criollo (Ocumare 61),Venezuela,-66.1109318,8.0018709
Domori,Granella,135,2007,60%,Italy,3.25,Trinitario,Venezuela,-66.1109318,8.0018709
Domori,Madagascar,135,2007,70%,Italy,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
Domori,Madagared,192,2007,70%,Italy,3.5,Criollo,Madagascar,46.4416422,-18.9249604
Domori,"Java, Javablond",192,2007,70%,Italy,3.75,Criollo,Indonesia,117.8902853,-2.4833826
Domori,Ecuador,192,2007,70%,Italy,4.0,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4.0,Criollo (Ocumare 67),Venezuela,-66.1109318,8.0018709
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
Domori,Apurimac,87,2006,70%,Italy,3.25,Trinitario,Peru,-75.0458515,-6.8699697
Domori,Carenero Superior,87,2006,70%,Italy,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75,Trinitario,Grenada,-61.6904045,12.1360374
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5,Trinitario,Venezuela,-66.1109318,8.0018709
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75,"Criollo, Trinitario",Colombia,-72.9088133,4.099917
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75,"Criollo, Trinitario",Madagascar,46.4416422,-18.9249604
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4.0,Criollo,Guatemala,-89.8988087,15.6356088
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5,Criollo,Nicaragua,-85.2936911,12.6090157
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua,-85.2936911,12.6090157
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,-66.1109318,8.0018709
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras,-86.0755145,15.2572432
Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3.0, ,Panama,-81.1308434,8.559559
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua,-85.2936911,12.6090157
Duffy's,Ocumare,765,2011,71%,U.K.,3.5, ,Venezuela,-66.1109318,8.0018709
Duffy's,Panama,516,2010,70%,U.K.,3.5, ,Panama,-81.1308434,8.559559
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75, ,Ecuador,-79.3666965,-1.3397668
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5, ,Ecuador,-79.3666965,-1.3397668
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75, ,Peru,-75.0458515,-6.8699697
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5,Trinitario,Venezuela,-66.1109318,8.0018709
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25, ,Domincan Republic,0,0
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela,-66.1109318,8.0018709
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4.0, ,Ecuador,-79.3666965,-1.3397668
East Van Roasters,Peru,1343,2014,70%,Canada,3.25, ,Peru,-75.0458515,-6.8699697
East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75, ,Dominican Republic,-70.3028026,19.0974031
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25, ,Colombia,-72.9088133,4.099917
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25, ,Colombia,-72.9088133,4.099917
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Edelmond,Porcelana,1876,2016,68%,Germany,3.0,Criollo,Venezuela,-66.1109318,8.0018709
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75, ,Bolivia,-64.9912286,-17.0568696
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75, ,Bolivia,-64.9912286,-17.0568696
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,-66.1109318,8.0018709
El Rey,"Rio Caribe, Cariaco",439,2009,60.5%,Venezuela,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3.0,Trinitario,Venezuela,-66.1109318,8.0018709
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5,Criollo,Venezuela,-66.1109318,8.0018709
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5,Criollo,Venezuela,-66.1109318,8.0018709
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3.0,Criollo,Venezuela,-66.1109318,8.0018709
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela,-66.1109318,8.0018709
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia,-60.975036,13.8250489
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia,-60.975036,13.8250489
Emily's,Patanemo,1450,2015,79%,Japan,3.0, ,Venezuela,-66.1109318,8.0018709
Emily's,Peru,1454,2015,78%,Japan,3.5,Criollo,Peru,-75.0458515,-6.8699697
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25, ,Honduras,-86.0755145,15.2572432
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe,6.9648718,0.8875498
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam,108.4265113,13.2904027
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3.0,Trinitario,Vietnam,108.4265113,13.2904027
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam,108.4265113,13.2904027
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela,-66.1109318,8.0018709
Escazu,Guapiles,414,2009,65%,U.S.A.,2.0, ,Costa Rica,-84.0739102,10.2735633
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75, ,"Cost Rica, Ven",0,0
Escazu,Ocumare,252,2008,72%,U.S.A.,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5, ,"Peru, Madagascar",-58.3744041,-34.6177936
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5,Trinitario,Trinidad,-61.26130538878063,10.443024300000001
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5,Criollo (Porcelana),Venezuela,-66.1109318,8.0018709
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75, , ,0,0
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5, ,"Venezuela, Trinidad",-69.3310583,11.4281429
Ethereal,Belize,1275,2014,80%,U.S.A.,3.0,Trinitario,Belize,-88.7600927,16.8259793
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.5, ,Ecuador,-79.3666965,-1.3397668
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75, ,Brazil,-53.2,-10.3333333
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3.0, ,Jamaica,-77.3947693,18.1850507
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5, ,Venezuela,-66.1109318,8.0018709
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75,Trinitario,Belize,-88.7600927,16.8259793
Felchlin,Grenada,494,2010,58%,Switzerland,3.5,Trinitario,Grenada,-61.6904045,12.1360374
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2.0, , ,0,0
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3.0,"Trinitario, Criollo",Dominican Republic,-70.3028026,19.0974031
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3.0,Criollo,Madagascar,46.4416422,-18.9249604
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3.0,Criollo,Venezuela,-66.1109318,8.0018709
Felchlin,Arriba,48,2006,72%,Switzerland,3.5,Forastero (Arriba),Ecuador,-79.3666965,-1.3397668
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4.0,Criollo (Wild),Bolivia,-64.9912286,-17.0568696
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25, ,Puerto Rico,-66.41328179513847,18.2214149
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3.0, ,Dominican Republic,-70.3028026,19.0974031
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.5, ,Dominican Republic,-70.3028026,19.0974031
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Criollo,Peru,-75.0458515,-6.8699697
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75, ,Domincan Republic,0,0
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75, ,Domincan Republic,0,0
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75, ,Madagascar,46.4416422,-18.9249604
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3.5, ,Ecuador,-79.3666965,-1.3397668
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Trinitario,Tanzania,35.7878438,-6.5247123
Franceschi,Choroni,1355,2014,70%,Venezuela,3.5, ,Venezuela,-66.1109318,8.0018709
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75, ,Venezuela,-66.1109318,8.0018709
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75, ,Venezuela,-66.1109318,8.0018709
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.5, ,Venezuela,-66.1109318,8.0018709
Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3.5, ,Costa Rica,-84.0739102,10.2735633
Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3.5, ,Peru,-75.0458515,-6.8699697
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3.0,Trinitario,Vietnam,108.4265113,13.2904027
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.5,Forastero,Ghana,-1.0800271,8.0300284
Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3.5,Trinitario,Madagascar,46.4416422,-18.9249604
French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3.5, ,Peru,-75.0458515,-6.8699697
French Broad,Guatemala,1634,2015,73%,U.S.A.,3.5, ,Guatemala,-89.8988087,15.6356088
French Broad,San Andres,1209,2014,80%,U.S.A.,3.0, ,Costa Rica,-84.0739102,10.2735633
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25, ,Nicaragua,-85.2936911,12.6090157
French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3.5, ,Peru,-75.0458515,-6.8699697
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5,Criollo,Peru,-75.0458515,-6.8699697
French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3.5, ,Peru,-75.0458515,-6.8699697
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2.0, ,Peru,-75.0458515,-6.8699697
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
French Broad,La Red,785,2011,65%,U.S.A.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3.0,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3.5,Forastero (Nacional),Peru,-75.0458515,-6.8699697
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75, ,Dominican Republic,-70.3028026,19.0974031
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75, ,Peru,-75.0458515,-6.8699697
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4.0,Trinitario,Peru,-75.0458515,-6.8699697
Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3.5, ,Papua New Guinea,144.2489081,-5.6816069
Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3.5, ,Papua New Guinea,144.2489081,-5.6816069
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4.0,Trinitario,Madagascar,46.4416422,-18.9249604
Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4.0,Trinitario,Papua New Guinea,144.2489081,-5.6816069
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3.0,Trinitario,Papua New Guinea,144.2489081,-5.6816069
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Forastero,Ghana,-1.0800271,8.0300284
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25,Trinitario,Jamaica,-77.3947693,18.1850507
Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3.5, ,Dominican Republic,-70.3028026,19.0974031
Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3.5,Trinitario,Jamaica,-77.3947693,18.1850507
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75,Trinitario,Madagascar,46.4416422,-18.9249604
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25, ,Dominican Republic,-70.3028026,19.0974031
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3.0,Trinitario,Madagascar,46.4416422,-18.9249604
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Trinitario,Venezuela,-66.1109318,8.0018709
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4.0,Trinitario,Venezuela,-66.1109318,8.0018709
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75,Trinitario,Jamaica,-77.3947693,18.1850507
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3.0,Trinitario,Jamaica,-77.3947693,18.1850507
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25,Trinitario,Jamaica,-77.3947693,18.1850507
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5,Criollo,Venezuela,-66.1109318,8.0018709
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3.5, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3.0, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3.5, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3.5, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras,-86.0755145,15.2572432
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75, ,Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.5,"Criollo, Trinitario",Nicaragua,-85.2936911,12.6090157
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Beniano,Bolivia,-64.9912286,-17.0568696
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4.0,Amazon mix,Costa Rica,-84.0739102,10.2735633
